movieId,title,genres,tmdbId
3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller,8452
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,8871
3990,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy,16340
3999,Vertical Limit (2000),Action|Adventure,11678
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,11688
4019,Finding Forrester (2000),Drama,711
4025,Miss Congeniality (2000),Comedy|Crime,1493
4039,Annie (1982),Children|Musical,15739
4054,Save the Last Dance (2001),Drama|Romance,9816
4090,"Brave Little Toaster, The (1987)",Animation|Children,19933
4154,Recess: School's Out (2001),Animation|Children,19405
4161,"Mexican, The (2001)",Action|Comedy,6073
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,10054
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,1734
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,9476
4344,Swordfish (2001),Action|Crime|Drama,9705
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,10865
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,1995
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,9799
4378,Sexy Beast (2000),Crime|Drama,11826
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,2114
4449,Adanggaman (2000),Drama,78248
4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,12144
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,331
4718,American Pie 2 (2001),Comedy,2770
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,2294
4776,Training Day (2001),Crime|Drama|Thriller,2034
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",Documentary,32567
4821,Joy Ride (2001),Adventure|Thriller,10866
4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy,12780
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,1018
4865,From Hell (2001),Crime|Horror|Mystery|Thriller,768
4901,Spy Game (2001),Action|Crime|Drama|Thriller,1535
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,9428
4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy,12589
5013,Gosford Park (2001),Comedy|Drama|Mystery,5279
5014,I Am Sam (2001),Drama,10950
5015,Monster's Ball (2001),Drama|Romance,1365
5103,"Sandlot, The (1993)",Children|Comedy|Drama,11528
5110,Super Troopers (2001),Comedy|Crime|Mystery,39939
5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,2135
5254,Blade II (2002),Action|Horror|Thriller,36586
5293,Changing Lanes (2002),Drama|Thriller,1537
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,8346
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,9334
5364,Unfaithful (2002),Drama|Thriller,2251
5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,320
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,9637
5463,Reign of Fire (2002),Action|Adventure|Fantasy,6278
5504,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children,9488
5630,Red Dragon (2002),Crime|Mystery|Thriller,9533
5693,Saturday Night Fever (1977),Comedy|Drama|Romance,11009
5785,Jackass: The Movie (2002),Action|Comedy|Documentary,9012
6143,Trail of the Pink Panther (1982),Comedy|Crime,9699
6156,Shanghai Knights (2003),Action|Adventure|Comedy,6038
6157,Daredevil (2003),Action|Crime,9480
6166,Dennis the Menace (1993),Comedy,12139
6170,"Black Stallion, The (1979)",Adventure|Children|Drama,17264
6297,Holes (2003),Adventure|Children|Comedy|Mystery,8326
6345,"Chorus Line, A (1985)",Comedy|Drama|Musical,1816
6358,Kiss Me Kate (1953),Comedy|Musical|Romance,34857
38,It Takes Two (1995),Children|Comedy,33689
719,Multiplicity (1996),Comedy,9304
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,242
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,10439
2376,"View to a Kill, A (1985)",Action|Adventure|Thriller,707
2378,Police Academy (1984),Comedy|Crime,9336
2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,1369
2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,1368
2724,Runaway Bride (1999),Comedy|Romance,4806
2947,Goldfinger (1964),Action|Adventure|Thriller,658
2949,Dr. No (1962),Action|Adventure|Thriller,646
2989,For Your Eyes Only (1981),Action|Adventure|Thriller,699
2990,Licence to Kill (1989),Action|Adventure|Thriller,709
2993,Thunderball (1965),Action|Adventure|Thriller,660
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,668
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,691
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,698
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,682
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,169
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,37136
3984,Diamonds Are Forever (1971),Action|Adventure|Thriller,681
4005,"Living Daylights, The (1987)",Action|Adventure|Thriller,708
4040,Don't Tell Mom the Babysitter's Dead (1991),Comedy,15413
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,90
4489,Coming to America (1988),Comedy|Romance,9602
4545,Short Circuit (1986),Comedy|Sci-Fi,2605
4621,Look Who's Talking (1989),Comedy|Romance,9494
4701,Rush Hour 2 (2001),Action|Comedy,5175
5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,1576
5796,Casino Royale (1967),Action|Adventure|Comedy,12208
6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller,9471
7569,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller,667
7570,Octopussy (1983),Action|Adventure|Thriller,700
7573,Never Say Never Again (1983),Action|Adventure|Thriller,36670
7701,Look Who's Talking Too (1990),Comedy|Romance,9356
8574,"Claymation Christmas Celebration, A (1987)",Animation|Children|Comedy|Musical,21386
8946,Surviving Christmas (2004),Comedy,15566
26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",Action|Adventure|Animation|Children|Comedy|Fantasy,9385
30825,Meet the Fockers (2004),Comedy,693
34162,Wedding Crashers (2005),Comedy|Romance,9522
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,8274
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,674
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,411
45186,Mission: Impossible III (2006),Action|Adventure|Thriller,956
45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,591
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,9339
46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,1593
47566,Born to Kill (1947),Crime|Drama|Film-Noir,33813
47997,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,7512
50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),Comedy|Romance,8275
51084,Music and Lyrics (2007),Comedy|Romance,11172
52730,It's a Very Merry Muppet Christmas Movie (2002),Children|Comedy,13352
52973,Knocked Up (2007),Comedy|Drama|Romance,4964
53121,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy,810
53322,Ocean's Thirteen (2007),Crime|Thriller,298
54276,No Reservations (2007),Comedy|Drama|Romance,3638
56775,National Treasure: Book of Secrets (2007),Action|Adventure,6637
58025,Jumper (2008),Action|Adventure|Drama|Sci-Fi|Thriller,8247
58998,Forgetting Sarah Marshall (2008),Comedy|Romance,9870
59369,Taken (2008),Action|Crime|Drama|Thriller,8681
59429,American Pie Presents Beta House (American Pie 6: Beta House) (2007),Comedy,8277
59900,You Don't Mess with the Zohan (2008),Comedy,10661
61160,Star Wars: The Clone Wars (2008),Action|Adventure|Animation|Sci-Fi,12180
63082,Slumdog Millionaire (2008),Crime|Drama|Romance,12405
64032,Four Christmases (2008),Comedy,12193
68791,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,534
68793,Night at the Museum: Battle of the Smithsonian (2009),Action|Comedy|IMAX,18360
69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,8373
69644,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,8355
72641,"Blind Side, The  (2009)",Drama,22881
73106,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),Comedy,26123
73319,Leap Year (2010),Comedy|Romance,25195
73858,"Dennis the Menace Christmas, A (2007)",Comedy,13358
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,10191
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,10192
79134,Grown Ups (2010),Comedy,38365
79185,Knight and Day (2010),Action|Comedy|Romance,37834
80166,"Switch, The (2010)",Comedy|Romance,41210
81229,Red (2010),Action|Comedy,39514
81564,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX,38055
81591,Black Swan (2010),Drama|Thriller,44214
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,12444
82202,"Tourist, The (2010)",Drama|Thriller,37710
85259,Winnie the Pooh and the Honey Tree (1966),Animation|Children,36540
86068,Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005),Horror|Thriller,75725
87520,Transformers: Dark of the Moon (2011),Action|Adventure|Sci-Fi|War|IMAX,38356
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX,12445
88405,Friends with Benefits (2011),Comedy|Romance,50544
88744,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller,61791
90249,Real Steel (2011),Action|Drama|Sci-Fi|IMAX,39254
91535,"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX,49040
91630,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX,56292
93510,21 Jump Street (2012),Action|Comedy|Crime,64688
94503,"Decoy Bride, The (2011)",Comedy|Romance,40161
94677,"Dictator, The (2012)",Comedy,76493
94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),Action|Comedy|Sci-Fi|IMAX,41154
95067,"Thousand Words, A (2012)",Comedy|Drama,72358
95170,Beauty and the Beast: The Enchanted Christmas (1997),Animation|Children|Fantasy|Musical,13313
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",Children|Musical|Mystery,193976
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation,39324
96588,Pitch Perfect (2012),Comedy|Musical,114150
97913,Wreck-It Ralph (2012),Animation|Comedy,82690
99532,"Misérables, Les (2000)",Drama|Romance,193380
102481,"Internship, The (2013)",Comedy,116741
102716,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",Action|Crime|Thriller|IMAX,82992
102993,"Way, Way Back, The (2013)",Comedy|Drama,147773
103141,Monsters University (2013),Adventure|Animation|Comedy,62211
103228,Pacific Rim (2013),Action|Adventure|Sci-Fi|IMAX,68726
103372,"Heat, The (2013)",Action|Comedy|Crime,136795
103384,"Lone Ranger, The (2013)",Action|Adventure|Western|IMAX,57201
103801,Drinking Buddies (2013),Comedy|Drama|Romance,172533
103810,Red 2 (2013),Action|Comedy|Crime|Thriller,146216
103819,Coffee Town (2013),Comedy,198062
103883,2 Guns (2013),Action|Comedy|Crime,136400
104211,We're the Millers (2013),Comedy|Crime,138832
105213,Don Jon (2013),Comedy|Drama|Romance,138697
105653,Escape Plan (2013),Action|Mystery|Thriller,107846
105844,12 Years a Slave (2013),Drama,76203
105954,All Is Lost (2013),Action|Adventure|Drama,152747
106491,47 Ronin (2013),Action|Adventure|Fantasy,64686
106540,Delivery Man (2013),Comedy,146239
106916,American Hustle (2013),Crime|Drama,168672
106918,"Secret Life of Walter Mitty, The (2013)",Adventure|Comedy|Drama,116745
106920,Her (2013),Drama|Romance|Sci-Fi,152601
107013,"Christmas Carol, A (1977)",Drama|Fantasy,45697
107449,"Muppet Christmas: Letters to Santa, A (2008)",Children|Comedy,27190
108156,Ride Along (2014),Action|Comedy,168530
108190,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX,157350
108932,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,137106
108945,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,97020
109576,Welcome to the Jungle (2013),Comedy,205724
109723,"Bag Man, The (2014)",Crime|Drama|Thriller,242076
109864,Veronica Mars (2014),Comedy|Crime|Drama,177494
110130,"Nut Job, The (2014)",Adventure|Animation|Children|Comedy,227783
110553,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX,102382
111113,Neighbors (2014),Comedy,195589
111617,Blended (2014),Comedy,232672
111743,A Million Ways to Die in the West (2014),Comedy|Western,188161
111781,Mission: Impossible - Rogue Nation (2015),Action|Adventure|Thriller,177677
111844,Bad Asses (Bad Ass 2) (2014),Action|Drama,255268
112138,22 Jump Street (2014),Action|Comedy|Crime,187017
112175,How to Train Your Dragon 2 (2014),Action|Adventure|Animation,82702
114180,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi,198663
114818,Stretch (2014),Action|Comedy|Crime,227300
115502,"Rewrite, The (2014)",Comedy|Romance,289727
115617,Big Hero 6 (2014),Action|Animation|Comedy,177572
115877,"Simpsons: The Longest Daycare, The (2012)",Animation|Comedy,116440
117368,The Madagascar Penguins in a Christmas Caper (2005),Animation|Comedy,10258
117529,Jurassic World (2015),Action|Adventure|Drama|Sci-Fi|Thriller,135397
117572,Hit by Lightning (2014),Comedy|Crime|Romance,294538
117590,Horrible Bosses 2 (2014),Comedy|Crime,227159
117851,Penguins of Madagascar (2014),Adventure|Animation|Children|Comedy,270946
117922,Ice Age: A Mammoth Christmas (2011),Adventure|Animation|Children,79218
119141,The Interview (2014),Action|Comedy,228967
119155,Night at the Museum: Secret of the Tomb (2014),Adventure|Children|Comedy|Fantasy,181533
119964,A Merry Friggin' Christmas (2014),Comedy,286532
122896,Pirates of the Caribbean: Dead Men Tell No Tales (2017),(no genres listed),166426
126548,The DUFF (2015),Comedy,272693
130450,Pan (2015),Adventure|Children|Fantasy,266647
132157,Paul Blart: Mall Cop 2 (2015),Action|Comedy|Crime,256961
133419,Pitch Perfect 2 (2015),Comedy,254470
134368,Spy (2015),Action|Comedy|Crime,238713
134393,Trainwreck (2015),Comedy|Romance,271718
135133,The Hunger Games: Mockingjay - Part 2 (2015),Adventure|Sci-Fi,131634
135536,Suicide Squad (2016),Action|Crime|Sci-Fi,297761
135861,Ted 2 (2015),Comedy,214756
135887,Minions (2015),Adventure|Animation|Children|Comedy,211672
136016,The Good Dinosaur (2015),Adventure|Animation|Children|Comedy|Fantasy,105864
138036,The Man from U.N.C.L.E. (2015),Action|Adventure|Comedy,203801
138186,Sorrow (2015),Crime|Drama|Horror,337879
139642,Southpaw (2015),Action|Drama,307081
139717,10 Cent Pistol (2015),Crime|Thriller,346592
139915,How to Make Love Like an Englishman (2014),Comedy|Romance,253344
140301,The Escort (2015),Comedy|Romance,351964
142536,Burnt (2015),Drama,295964
143245,The Little Prince (2015),Animation|Fantasy,309809
148675,North Pole: Open For Christmas (2015),Children|Fantasy,369879
149380,'Tis the Season for Love (2015),Romance,362886
160565,The Purge: Election Year (2016),Action|Horror|Sci-Fi,316727
160872,Satanic (2016),Horror,400411
164909,La La Land (2016),Comedy|Drama|Romance,313369
166492,Office Christmas Party (2016),Comedy,384682
167036,Sing (2016),Animation|Children|Comedy,335797
168248,John Wick: Chapter Two (2017),Action|Crime|Thriller,324552
173307,The Gracefield Incident (2015),Action|Horror|Sci-Fi,327253
1042,That Thing You Do! (1996),Comedy|Drama,9591
1952,Midnight Cowboy (1969),Drama,3116
1953,"French Connection, The (1971)",Action|Crime|Thriller,1051
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,805
3006,"Insider, The (1999)",Drama|Thriller,9008
4017,Pollock (2000),Drama,12509
4036,Shadow of the Vampire (2000),Drama|Horror,10873
4903,In the Bedroom (2001),Drama,1999
5617,Secretary (2002),Comedy|Drama|Romance,11013
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,8051
6711,Lost in Translation (2003),Comedy|Drama|Romance,153
8464,Super Size Me (2004),Comedy|Documentary|Drama,9372
8622,Fahrenheit 9/11 (2004),Documentary,1777
30707,Million Dollar Baby (2004),Drama,70
31410,"Downfall (Untergang, Der) (2004)",Drama|War,613
34437,Broken Flowers (2005),Comedy|Drama,308
39183,Brokeback Mountain (2005),Drama|Romance,142
41997,Munich (2005),Action|Crime|Drama|Thriller,612
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,1262
52281,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller,253768
53519,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller,1991
54503,Superbad (2007),Comedy,8363
55820,No Country for Old Men (2007),Crime|Drama,6977
56171,"Golden Compass, The (2007)",Adventure|Children|Fantasy,2268
56782,There Will Be Blood (2007),Drama|Western,7345
56788,Charlie Wilson's War (2007),Comedy|Drama|War,6538
60766,Man on Wire (2008),Documentary,14048
61323,Burn After Reading (2008),Comedy|Crime|Drama,4944
64575,Doubt (2008),Drama|Mystery,14359
66097,Coraline (2009),Animation|Fantasy|Thriller,14836
68536,Stanley Kubrick: A Life in Pictures (2001),Documentary,30416
71464,"Serious Man, A (2009)",Comedy|Drama,12573
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,902
175,Kids (1995),Drama,9344
272,"Madness of King George, The (1994)",Comedy|Drama,11318
334,Vanya on 42nd Street (1994),Drama,32636
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,9323
1050,Looking for Richard (1996),Documentary|Drama,42314
1175,Delicatessen (1991),Comedy|Drama|Romance,892
1217,Ran (1985),Drama|War,11645
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,10835
1232,Stalker (1979),Drama|Mystery|Sci-Fi,1398
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,387
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,490
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,18971
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,1480
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,9322
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,149
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,910
1425,Fierce Creatures (1997),Comedy,12145
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,638
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,8197
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,2666
1809,Fireworks (Hana-bi) (1997),Crime|Drama,5910
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,30020
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,1878
1960,"Last Emperor, The (1987)",Drama,746
2579,Following (1998),Crime|Mystery|Thriller,11660
2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,14283
2726,"Killing, The (1956)",Crime|Film-Noir,247
2730,Barry Lyndon (1975),Drama|Romance|War,3175
2912,"Limey, The (1999)",Crime|Drama|Thriller,10388
3030,Yojimbo (1961),Action|Adventure,11878
3181,Titus (1999),Drama,12524
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,11782
3424,Do the Right Thing (1989),Drama,925
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance,10401
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,55
5333,Bob le Flambeur (1955),Crime|Drama,26030
6234,Equus (1977),Drama|Mystery,37258
6387,Once a Thief (Zong heng si hai) (1991),Action|Comedy|Crime|Thriller,47423
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama,10617
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy,9662
6790,Avalon (2001),Drama|Fantasy|Sci-Fi,10881
6857,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy,14282
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",Crime|Thriller,11657
6989,Gorky Park (1983),Crime|Drama|Thriller,8289
7064,Beauty and the Beast (La belle et la bête) (1946),Drama|Fantasy,648
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama,11316
7123,Naked Lunch (1991),Drama|Fantasy|Mystery|Sci-Fi,2742
7587,"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller,5511
7924,Stray Dog (Nora inu) (1949),Drama|Film-Noir|Thriller,30368
7932,Dark Days (2000),Documentary,14273
8012,Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama,4291
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,28257
8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,246
1663,Stripes (1981),Comedy|War,10890
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,10303
3556,"Virgin Suicides, The (1999)",Drama|Romance,1443
4855,Dirty Harry (1971),Action|Crime|Thriller,984
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,11362
5791,Frida (2002),Drama|Romance,1360
31696,Constantine (2005),Action|Fantasy|Horror|Thriller,561
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,6957
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,1491
57368,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller,7191
61024,Pineapple Express (2008),Action|Comedy|Crime,10189
61132,Tropic Thunder (2008),Action|Adventure|Comedy|War,7446
86882,Midnight in Paris (2011),Comedy|Fantasy|Romance,59436
102407,"Great Gatsby, The (2013)",Drama,64682
132660,Man Up (2015),Comedy|Romance,332340
122912,Avengers: Infinity War - Part I (2018),Action|Adventure|Sci-Fi,299536
122916,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi,284053
176371,Blade Runner 2049 (2017),Sci-Fi,335984
187541,Incredibles 2 (2018),Action|Adventure|Animation|Children,260513
187593,Deadpool 2 (2018),Action|Comedy|Sci-Fi,383498
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,27985
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,488
1083,"Great Race, The (1965)",Comedy|Musical,11575
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,5925
1287,Ben-Hur (1959),Action|Adventure|Drama,665
1387,Jaws (1975),Action|Horror,578
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,9446
2032,"Barefoot Executive, The (1971)",Children|Comedy,20173
2151,"Gods Must Be Crazy II, The (1989)",Comedy,11937
2311,2010: The Year We Make Contact (1984),Sci-Fi,4437
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,1685
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,1688
2944,"Dirty Dozen, The (1967)",Action|Drama|War,1654
3037,Little Big Man (1970),Western,11040
3350,"Raisin in the Sun, A (1961)",Drama,29478
3519,Force 10 from Navarone (1978),Action|Drama|War,17339
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,10911
3791,Footloose (1984),Drama,1788
3836,Kelly's Heroes (1970),Action|Comedy|War,11589
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,651
23,Assassins (1995),Action|Crime|Thriller,9691
147,"Basketball Diaries, The (1995)",Drama,10474
211,"Browning Version, The (1994)",Drama,49805
428,"Bronx Tale, A (1993)",Drama,1607
456,Fresh (1994),Crime|Drama|Thriller,13815
481,Kalifornia (1993),Drama|Thriller,10909
507,"Perfect World, A (1993)",Crime|Drama|Thriller,9559
635,"Family Thing, A (1996)",Comedy|Drama,41852
714,Dead Man (1995),Drama|Mystery|Western,922
851,Basquiat (1996),Drama,549
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,1630
1171,Bob Roberts (1992),Comedy,10608
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,766
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,828
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,1633
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,983
1459,Absolute Power (1997),Mystery|Thriller,66
1480,Smilla's Sense of Snow (1997),Drama|Thriller,9311
1678,"Joy Luck Club, The (1993)",Drama|Romance,19931
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,9411
1785,King of New York (1990),Crime|Thriller,9558
1921,Pi (1998),Drama|Sci-Fi|Thriller,473
1994,Poltergeist (1982),Horror|Thriller,609
2021,Dune (1984),Adventure|Sci-Fi,841
2060,BASEketball (1998),Comedy,14013
2193,Willow (1988),Action|Adventure|Fantasy,847
2231,Rounders (1998),Drama,10220
2272,One True Thing (1998),Drama,53113
2358,Savior (1998),Drama|War,2042
2539,Analyze This (1999),Comedy,9535
2618,"Castle, The (1997)",Comedy,13852
2841,Stir of Echoes (1999),Horror|Mystery|Thriller,11601
2908,Boys Don't Cry (1999),Drama,226
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,8052
3020,Falling Down (1993),Action|Drama,37094
3100,"River Runs Through It, A (1992)",Drama,293
3105,Awakenings (1990),Drama|Mystery,11005
3107,Backdraft (1991),Action|Drama,2924
3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller,26578
3173,Any Given Sunday (1999),Drama,9563
3178,"Hurricane, The (1999)",Drama,10400
3198,Papillon (1973),Crime|Drama,5924
3246,Malcolm X (1992),Drama,1883
3250,Alive (1993),Drama,7305
3252,Scent of a Woman (1992),Drama,9475
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,9869
3260,Howards End (1992),Drama,8293
3271,Of Mice and Men (1992),Drama,9609
3272,Bad Lieutenant (1992),Crime|Drama,12143
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,4816
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,5693
3543,Diner (1982),Comedy|Drama,13776
3783,Croupier (1998),Crime|Drama,12706
3950,Tigerland (2000),Drama,10687
3980,Men of Honor (2000),Drama,11978
4047,Gettysburg (1993),Drama|War,10655
4211,Reversal of Fortune (1990),Drama,38718
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,2043
4251,Chopper (2000),Drama|Thriller,9519
4343,Evolution (2001),Comedy|Sci-Fi,9397
4626,Miracle Mile (1989),Drama|Romance|Sci-Fi,24739
4688,Black Robe (1991),Adventure|Drama,41784
4772,Dinner Rush (2000),Drama,22617
4787,Little Man Tate (1991),Drama,11521
5009,Ali (2001),Drama,8489
5010,Black Hawk Down (2001),Action|Drama|War,855
5055,Dragon: The Bruce Lee Story (1993),Action|Drama,10423
5152,We Were Soldiers (2002),Action|Drama|War,10590
5267,"Rookie, The (2002)",Drama,14635
5292,Slap Shot (1977),Comedy,11590
5329,"Salton Sea, The (2002)",Crime|Drama|Thriller,11468
5446,Rabbit-Proof Fence (2002),Adventure|Drama,9555
5577,Igby Goes Down (2002),Comedy|Drama,9685
