tmdbId,rating,title,genres
20762,1.3055555555555556,"Substitute, The (1996)",Action|Crime|Drama
9541,1.3055555555555556,Jersey Girl (2004),Comedy|Drama|Romance
12121,1.3055555555555556,Made in America (1993),Comedy
11165,1.3,Tora! Tora! Tora! (1970),Action|Drama|War
13398,1.3,Tokyo Godfathers (2003),Adventure|Animation|Drama
13783,1.3,Breaker Morant (1980),Drama|War
13041,1.3,"Topo, El (1970)",Fantasy|Western
42314,1.3,Looking for Richard (1996),Documentary|Drama
1712,1.3,Giant (1956),Drama|Romance|Western
466,1.3,Klute (1971),Drama|Mystery
102382,1.3,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX
320007,1.3,Victoria (2015),Crime|Drama|Romance
469,1.3,Stranger Than Paradise (1984),Comedy|Drama
11092,1.3,Presumed Innocent (1990),Crime|Drama|Thriller
13671,1.3,"Music Man, The (1962)",Children|Comedy|Musical|Romance
11454,1.3,Manhunter (1986),Action|Crime|Drama|Horror|Thriller
780,1.3,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama
32574,1.3,Meet John Doe (1941),Comedy|Drama
8198,1.3,"Quiet American, The (2002)",Drama|Thriller|War
3080,1.3,Top Hat (1935),Comedy|Musical|Romance
13930,1.3,For the Birds (2000),Animation|Children|Comedy
64328,1.3,"Muppets, The (2011)",Children|Comedy|Musical
220,1.3,East of Eden (1955),Drama
348350,1.3,Solo: A Star Wars Story (2018),Action|Adventure|Children|Sci-Fi
28059,1.3,SubUrbia (1997),Comedy|Drama
24420,1.3,"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi
55561,1.3,Clockwatchers (1997),Comedy
18331,1.2954545454545454,"Nutty Professor, The (1963)",Comedy|Sci-Fi
228161,1.2941176470588236,Home (2015),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
15512,1.2941176470588236,Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX
1247,1.2941176470588236,"Good Shepherd, The (2006)",Drama|Thriller
35791,1.2941176470588236,Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX
10491,1.2941176470588236,Enigma (2001),Romance|Thriller
1619,1.2941176470588236,"Way of the Gun, The (2000)",Crime|Thriller
11824,1.2941176470588236,Teen Wolf (1985),Comedy|Fantasy
2122,1.2941176470588236,"Whole Ten Yards, The (2004)",Action|Comedy|Crime
5919,1.2941176470588236,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
138,1.2941176470588236,Dracula (1931),Horror
10074,1.2941176470588236,Hot Rod (2007),Comedy
11006,1.2894736842105263,Smokey and the Bandit (1977),Action|Comedy
324668,1.2894736842105263,Jason Bourne (2016),Action
9293,1.2894736842105263,John Tucker Must Die (2006),Comedy|Romance
626,1.2857142857142858,"Andalusian Dog, An (Chien andalou, Un) (1929)",Fantasy
10823,1.2857142857142858,Children of the Corn (1984),Horror|Thriller
72976,1.2857142857142858,Lincoln (2012),Drama|War
10938,1.2857142857142858,Beautiful Thing (1996),Drama|Romance
25188,1.2857142857142858,"Last Picture Show, The (1971)",Drama
26941,1.2857142857142858,Afterglow (1997),Drama|Romance
9722,1.2826086956521738,Bewitched (2005),Comedy|Fantasy|Romance
9622,1.2826086956521738,Beverly Hills Ninja (1997),Action|Comedy
7461,1.28125,Vantage Point (2008),Action|Drama|Thriller
19901,1.28125,Daybreakers (2010),Action|Drama|Horror|Thriller
296099,1.28125,Vacation (2015),Adventure|Comedy
11495,1.28125,Firestarter (1984),Horror|Thriller
9696,1.28125,Ichi the Killer (Koroshiya 1) (2001),Action|Comedy|Crime|Drama|Horror|Thriller
10794,1.28125,"Party, The (1968)",Comedy
3782,1.28125,Ikiru (1952),Drama
9994,1.28125,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
13850,1.28125,Song of the South (1946),Adventure|Animation|Children|Musical
6435,1.28125,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
68735,1.28125,Warcraft (2016),Action|Adventure|Fantasy
136795,1.28125,"Heat, The (2013)",Action|Comedy|Crime
41469,1.28125,Next Stop Wonderland (1998),Comedy|Drama|Romance
14574,1.28125,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",Drama|War
117263,1.2777777777777777,Olympus Has Fallen (2013),Action|Thriller
11547,1.2777777777777777,Cabin Fever (2002),Horror|Thriller
10380,1.2777777777777777,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
9923,1.2777777777777777,Domino (2005),Crime|Drama|Thriller
19042,1.2777777777777777,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
10481,1.2777777777777777,102 Dalmatians (2000),Children|Comedy
12100,1.2777777777777777,Windtalkers (2002),Action|Drama|War
15723,1.2777777777777777,"Big Kahuna, The (2000)",Comedy|Drama
45325,1.2777777777777777,Tom and Huck (1995),Adventure|Children
2321,1.2777777777777777,Married to the Mob (1988),Comedy
80035,1.2777777777777777,"Watch, The (2012)",Comedy|Sci-Fi
13532,1.2777777777777777,Fanboys (2009),Adventure|Comedy|Drama
9043,1.2777777777777777,"Family Stone, The (2005)",Comedy|Drama|Romance
9882,1.275,"Siege, The (1998)",Action|Thriller
10157,1.275,Police Academy 2: Their First Assignment (1985),Comedy|Crime
2486,1.2727272727272727,Eragon (2006),Action|Adventure|Fantasy
9768,1.2666666666666666,Cry-Baby (1990),Comedy|Musical|Romance
52520,1.2666666666666666,Underworld: Awakening (2012),Action|Fantasy|Horror|IMAX
13751,1.2666666666666666,Akeelah and the Bee (2006),Drama
483,1.2666666666666666,Wild at Heart (1990),Crime|Drama|Mystery|Romance|Thriller
759,1.2666666666666666,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance
37797,1.2666666666666666,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance
33320,1.2666666666666666,Millennium Actress (Sennen joyû) (2001),Animation|Drama|Romance
15067,1.2666666666666666,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Action|Adventure|Comedy|Western
252838,1.2666666666666666,The Wedding Ringer (2015),Comedy
284293,1.2666666666666666,Still Alice (2014),Drama
295693,1.2666666666666666,The Boss Baby (2017),Animation|Children|Comedy
13007,1.2666666666666666,Religulous (2008),Comedy|Documentary
4689,1.2666666666666666,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama
13353,1.2666666666666666,"It's the Great Pumpkin, Charlie Brown (1966)",Animation|Children|Comedy
29917,1.2666666666666666,Exam (2009),Mystery|Thriller
10045,1.2666666666666666,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi
4539,1.2666666666666666,Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary
17609,1.2666666666666666,Antichrist (2009),Drama|Fantasy
328111,1.2647058823529411,The Secret Life of Pets (2016),Animation|Comedy
11137,1.2647058823529411,"Prince & Me, The (2004)",Comedy|Romance
7364,1.2647058823529411,Sahara (2005),Action|Adventure|Comedy
7214,1.2647058823529411,Coach Carter (2005),Drama
9064,1.2647058823529411,Hellbound: Hellraiser II (1988),Horror
16633,1.2647058823529411,Somewhere in Time (1980),Drama|Romance
64635,1.2647058823529411,Total Recall (2012),Action|Sci-Fi|Thriller
17918,1.2647058823529411,Swamp Thing (1982),Horror|Sci-Fi
62215,1.2647058823529411,Melancholia (2011),Drama|Sci-Fi
1550,1.2647058823529411,Pieces of April (2003),Comedy|Drama
14821,1.2647058823529411,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
19326,1.263157894736842,Jury Duty (1995),Comedy
10280,1.263157894736842,Thinner (1996),Horror|Thriller
37108,1.263157894736842,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
18660,1.263157894736842,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western
18239,1.263157894736842,"Twilight Saga: New Moon, The (2009)",Drama|Fantasy|Horror|Romance|Thriller
16295,1.263157894736842,Higher Learning (1995),Drama
10327,1.2619047619047619,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
4564,1.2619047619047619,Sex and the City (2008),Comedy|Romance
11817,1.2619047619047619,Bulletproof Monk (2003),Action|Adventure|Sci-Fi
12520,1.25,"Last Supper, The (1995)",Drama|Thriller
48138,1.25,Unknown (2011),Drama|Mystery|Thriller
15413,1.25,Don't Tell Mom the Babysitter's Dead (1991),Comedy
47907,1.25,"Spitfire Grill, The (1996)",Drama
468,1.25,My Own Private Idaho (1991),Drama|Romance
8461,1.25,Funny Games U.S. (2007),Drama|Thriller
11667,1.25,Street Fighter (1994),Action|Adventure|Fantasy
24480,1.25,Partly Cloudy (2009),Animation|Children|Comedy|Fantasy
2100,1.25,"Last Castle, The (2001)",Action
876,1.25,Dune (2000),Drama|Fantasy|Sci-Fi
33602,1.25,Temple Grandin (2010),Drama
1628,1.25,Jules and Jim (Jules et Jim) (1961),Drama|Romance
4961,1.25,Mimic (1997),Horror|Sci-Fi|Thriller
11305,1.25,Mystery Train (1989),Comedy|Drama
11104,1.25,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
11286,1.25,"Cannonball Run, The (1981)",Action|Comedy
12620,1.25,"House Bunny, The (2008)",Comedy
15389,1.25,Metropolitan (1990),Comedy
18417,1.25,"Other Sister, The (1999)",Comedy|Drama|Romance
12158,1.25,Vampire in Brooklyn (1995),Comedy|Horror|Romance
2020,1.25,"Bachelor, The (1999)",Comedy|Romance
321594,1.25,Louis C.K.: Live at The Comedy Store (2015),Comedy
11575,1.25,"Great Race, The (1965)",Comedy|Musical
19259,1.25,Volunteers (1985),Comedy
9786,1.25,Art School Confidential (2006),Comedy|Drama
15251,1.25,Eddie Murphy Delirious (1983),Comedy|Documentary
381288,1.25,Split (2017),Drama|Horror|Thriller
371645,1.25,Hunt for the Wilderpeople (2016),Adventure|Comedy
13969,1.25,First Daughter (2004),Comedy|Romance
10771,1.25,"Tuxedo, The (2002)",Action|Comedy
10756,1.25,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror
10847,1.25,Lord of the Flies (1990),Adventure|Drama|Thriller
13476,1.25,Win a Date with Tad Hamilton! (2004),Comedy|Romance
270487,1.25,"Hail, Caesar! (2016)",Comedy
9290,1.2391304347826086,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
11979,1.2380952380952381,Queen of the Damned (2002),Fantasy|Horror
16300,1.2380952380952381,Down to Earth (2001),Comedy|Fantasy|Romance
10808,1.2380952380952381,Dr. Dolittle 2 (2001),Comedy
10641,1.236842105263158,Autumn in New York (2000),Drama|Romance
11001,1.236842105263158,Blue Streak (1999),Comedy
11652,1.2352941176470589,Invincible (2006),Drama
111794,1.2352941176470589,20 Dates (1998),Comedy|Romance
11087,1.2352941176470589,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
10212,1.2352941176470589,Ravenous (1999),Horror|Thriller
10859,1.2352941176470589,Stakeout (1987),Comedy|Crime|Romance|Thriller
9787,1.2352941176470589,Lords of Dogtown (2005),Action|Comedy|Drama
13320,1.2352941176470589,Funny Face (1957),Comedy|Musical
7942,1.2352941176470589,Run Fatboy Run (2007),Comedy|Romance
12145,1.2352941176470589,Fierce Creatures (1997),Comedy
2610,1.2352941176470589,Shopgirl (2005),Comedy|Drama|Romance
315,1.2333333333333334,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
28384,1.2333333333333334,Husbands and Wives (1992),Comedy|Drama
10419,1.2333333333333334,Swing Kids (1993),Drama|War
13508,1.2333333333333334,Who Killed the Electric Car? (2006),Documentary
14447,1.2333333333333334,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),Animation|Comedy
8882,1.2333333333333334,Gomorrah (Gomorra) (2008),Crime|Drama
2383,1.2333333333333334,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama
10648,1.2333333333333334,Magnum Force (1973),Action|Crime|Drama|Thriller
270946,1.2333333333333334,Penguins of Madagascar (2014),Adventure|Animation|Children|Comedy
11661,1.2333333333333334,Joyeux Noël (Merry Christmas) (2005),Drama|War
41436,1.2333333333333334,Paranormal Activity 2 (2010),Horror|IMAX
4148,1.2333333333333334,Revolutionary Road (2008),Drama|Romance
501,1.2333333333333334,Grizzly Man (2005),Documentary
11541,1.2333333333333334,"Year of Living Dangerously, The (1982)",Drama|Romance|War
988,1.2333333333333334,"China Syndrome, The (1979)",Drama|Thriller
10868,1.2333333333333334,"Accused, The (1988)",Drama
10867,1.2333333333333334,Malèna (2000),Drama|Romance|War
8545,1.2333333333333334,Little Voice (1998),Comedy
940,1.2333333333333334,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
14271,1.2333333333333334,Beyond the Mat (1999),Documentary
23954,1.2333333333333334,Atlantic City (1980),Crime|Drama|Romance
5769,1.2333333333333334,Tom Jones (1963),Adventure|Comedy|Romance
4257,1.2272727272727273,Scary Movie 4 (2006),Comedy|Horror
9890,1.2272727272727273,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller
1250,1.2272727272727273,Ghost Rider (2007),Action|Fantasy|Thriller
24021,1.225,"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX
9029,1.2222222222222223,What Happens in Vegas... (2008),Comedy|Romance
8869,1.2222222222222223,Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi
8989,1.2222222222222223,Harry and the Hendersons (1987),Children|Comedy
10730,1.2222222222222223,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
8973,1.2222222222222223,Lord of Illusions (1995),Horror
18402,1.2222222222222223,Something to Talk About (1995),Comedy|Drama|Romance
12090,1.2222222222222223,Just Married (2003),Comedy|Romance
9754,1.2222222222222223,Firewall (2006),Crime|Drama|Thriller
17281,1.21875,Gigi (1958),Musical
10471,1.21875,Next Friday (2000),Comedy
272693,1.21875,The DUFF (2015),Comedy
8270,1.21875,"Lookout, The (2007)",Crime|Drama|Thriller
31121,1.21875,Shampoo (1975),Comedy|Drama|Romance
179,1.21875,"Interpreter, The (2005)",Drama|Thriller
9469,1.21875,He Got Game (1998),Drama
14924,1.21875,Sid and Nancy (1986),Drama
9425,1.21875,Soldier (1998),Action|Sci-Fi|War
4176,1.21875,Murder on the Orient Express (1974),Crime|Mystery|Thriller
9676,1.21875,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller
82992,1.21875,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",Action|Crime|Thriller|IMAX
38778,1.21875,Dinner for Schmucks (2010),Comedy
6877,1.21875,Failure to Launch (2006),Comedy|Romance
1713,1.21875,Jungle Fever (1991),Drama|Romance
648,1.21875,Beauty and the Beast (La belle et la bête) (1946),Drama|Fantasy
296100,1.2142857142857142,The Night Before (2015),Comedy
84334,1.2142857142857142,Searching for Sugar Man (2012),Documentary
24253,1.2142857142857142,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller
24481,1.2142857142857142,Born Yesterday (1950),Comedy
17447,1.2142857142857142,Jeffrey (1995),Comedy|Drama
23128,1.2142857142857142,"Cove, The (2009)",Documentary
14139,1.2142857142857142,"Timecrimes (Cronocrímenes, Los) (2007)",Sci-Fi|Thriller
21575,1.2142857142857142,"Prophet, A (Un Prophète) (2009)",Crime|Drama
11712,1.2142857142857142,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
2440,1.2142857142857142,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War
158,1.2142857142857142,Knockin' on Heaven's Door (1997),Action|Comedy|Crime|Drama
49565,1.2142857142857142,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",Animation|Drama
25430,1.2142857142857142,All the King's Men (1949),Drama
991,1.2142857142857142,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi
66,1.2105263157894737,Absolute Power (1997),Mystery|Thriller
1375,1.2083333333333333,Rocky V (1990),Action|Drama
89492,1.2058823529411764,This Is 40 (2012),Drama
9448,1.2058823529411764,"Big Hit, The (1998)",Action|Comedy|Crime
9570,1.2058823529411764,"Black Hole, The (1979)",Children|Sci-Fi
11375,1.2058823529411764,Hollywood Homicide (2003),Action|Crime|Drama
15947,1.2,"Three Caballeros, The (1945)",Animation|Children|Musical
18784,1.2,Run Silent Run Deep (1958),War
50797,1.2,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
302,1.2,Swimming Pool (2003),Drama|Mystery|Thriller
5851,1.2,Showtime (2002),Action|Comedy
16172,1.2,Simply Irresistible (1999),Comedy|Romance
9877,1.2,Urban Legend (1998),Horror|Thriller
4107,1.2,Bloody Sunday (2002),Drama
11293,1.2,Paper Moon (1973),Comedy|Crime|Drama
3121,1.2,Nashville (1975),Drama|Musical
3086,1.2,"Lady Eve, The (1941)",Comedy|Romance
14411,1.2,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy
38356,1.2,Transformers: Dark of the Moon (2011),Action|Adventure|Sci-Fi|War|IMAX
19348,1.2,Girlfight (2000),Drama
22494,1.2,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi
70670,1.2,Headhunters (Hodejegerne) (2011),Action|Crime|Thriller
821,1.2,Judgment at Nuremberg (1961),Drama
9044,1.2,Tristan & Isolde (2006),Drama|Romance
9073,1.2,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
11364,1.2,Regarding Henry (1991),Drama
41768,1.2,Passion Fish (1992),Drama
24746,1.2,Six-String Samurai (1998),Action|Adventure|Sci-Fi
9349,1.1956521739130435,Universal Soldier (1992),Action|Sci-Fi
15556,1.1944444444444444,At First Sight (1999),Drama
10879,1.1944444444444444,I Love Trouble (1994),Action|Comedy
9266,1.1944444444444444,Blue Crush (2002),Adventure|Drama|Romance
14361,1.1944444444444444,Captain Ron (1992),Adventure|Comedy
9007,1.1944444444444444,Just Like Heaven (2005),Comedy|Fantasy|Romance
11283,1.1875,Nanny McPhee (2005),Children|Comedy|Fantasy
168530,1.1875,Ride Along (2014),Action|Comedy
18487,1.1875,"Taking of Pelham 1 2 3, The (2009)",Crime|Drama|Thriller
5955,1.1875,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
363676,1.1875,Sully (2016),Drama
10860,1.1875,Steel Magnolias (1989),Drama
12117,1.1875,Instinct (1999),Drama|Thriller
4478,1.1875,Indecent Proposal (1993),Drama|Romance
15256,1.1875,200 Cigarettes (1999),Comedy|Drama
10653,1.1875,"Seven Year Itch, The (1955)",Comedy
2453,1.1875,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama
13225,1.1875,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical
9645,1.1842105263157894,Ghost Ship (2002),Horror
87101,1.1842105263157894,Terminator Genisys (2015),Action|Adventure|Sci-Fi|Thriller
10985,1.1842105263157894,"New Guy, The (2002)",Comedy
18823,1.1818181818181819,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy
11687,1.1785714285714286,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
848,1.1785714285714286,Dragonslayer (1981),Action|Adventure|Fantasy
11937,1.1785714285714286,"Gods Must Be Crazy II, The (1989)",Comedy
14002,1.1785714285714286,Baraka (1992),Documentary
270303,1.1785714285714286,It Follows (2014),Horror
13913,1.1785714285714286,Animal Crackers (1930),Comedy|Musical
9305,1.1785714285714286,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
13891,1.1785714285714286,Citizen Ruth (1996),Comedy|Drama
16858,1.1785714285714286,All That Jazz (1979),Drama|Fantasy|Musical
8072,1.1785714285714286,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
10401,1.1785714285714286,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance
5967,1.1785714285714286,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
10368,1.1785714285714286,Tea with Mussolini (1999),Comedy|Drama|War
1843,1.1785714285714286,DiG! (2004),Documentary
36196,1.1785714285714286,Party Girl (1995),Comedy
400928,1.1785714285714286,Gifted (2017),Drama
129670,1.1785714285714286,Nebraska (2013),Adventure|Drama
185574,1.1785714285714286,Louis C.K.: Oh My God (2013),Comedy
11953,1.1785714285714286,Kagemusha (1980),Drama|War
1951,1.1785714285714286,Manderlay (2005),Drama
25934,1.1785714285714286,To Sir with Love (1967),Drama
17204,1.1785714285714286,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
28978,1.1785714285714286,"Circus, The (1928)",Comedy
2620,1.1764705882352942,Armed and Dangerous (1986),Comedy|Crime
24452,1.1764705882352942,"Little Shop of Horrors, The (1960)",Comedy|Horror
9759,1.1764705882352942,Cellular (2004),Action|Crime|Drama|Mystery|Thriller
11892,1.1764705882352942,Murder by Numbers (2002),Crime|Thriller
44912,1.175,Green Lantern (2011),Action|Adventure|Sci-Fi
9529,1.175,Candyman (1992),Horror|Thriller
5689,1.175,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
14869,1.1666666666666667,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller
60670,1.1666666666666667,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller
399174,1.1666666666666667,Isle of Dogs (2018),Animation|Comedy
11028,1.1666666666666667,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller
7445,1.1666666666666667,Brothers (2009),Drama|Thriller|War
14195,1.1666666666666667,Cecil B. DeMented (2000),Comedy
441,1.1666666666666667,Human Nature (2001),Comedy|Romance
823,1.1666666666666667,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller
112336,1.1666666666666667,Hitchcock (2012),Drama
8649,1.1666666666666667,Bringing Out the Dead (1999),Drama
2110,1.1666666666666667,Wasabi (2001),Action|Comedy|Crime|Drama|Thriller
24808,1.1666666666666667,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
12658,1.1666666666666667,Someone Like You (2001),Comedy|Romance
97367,1.1666666666666667,"Place Beyond the Pines, The (2012)",Crime|Drama
8669,1.1666666666666667,Charlie Bartlett (2007),Comedy|Drama
2309,1.1666666666666667,Inkheart (2008),Adventure|Fantasy
775,1.1666666666666667,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",Action|Adventure|Fantasy|Sci-Fi
16241,1.1666666666666667,"Boys from Brazil, The (1978)",Action|Mystery|Thriller
17887,1.1666666666666667,Barefoot in the Park (1967),Comedy
14831,1.1666666666666667,Help! (1965),Comedy|Musical
8696,1.1666666666666667,Calendar Girls (2003),Comedy
10068,1.1666666666666667,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
20829,1.1666666666666667,Funny People (2009),Comedy|Drama
9441,1.15625,Stepmom (1998),Drama
11773,1.15625,Village of the Damned (1960),Horror|Sci-Fi|Thriller
253412,1.15625,Everest (2015),Adventure|Drama|Thriller
10601,1.15625,Peter Pan (2003),Action|Adventure|Children|Fantasy
258489,1.15625,The Legend of Tarzan (2016),Action|Adventure
10399,1.15625,Mansfield Park (1999),Comedy|Drama|Romance
25147,1.15625,Jude (1996),Drama
12651,1.15625,Memphis Belle (1990),Action|Drama|War
9792,1.15625,"Hills Have Eyes, The (2006)",Drama|Horror|Thriller
14347,1.15625,Blame It on Rio (1984),Comedy|Romance
28387,1.15625,Kicking and Screaming (1995),Comedy|Drama
12518,1.15625,Honeymoon in Vegas (1992),Comedy|Romance
10128,1.15625,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
21189,1.15625,Lost in La Mancha (2002),Documentary
1273,1.15625,TMNT (Teenage Mutant Ninja Turtles) (2007),Action|Adventure|Animation|Children|Comedy|Fantasy
1970,1.15,"Grudge, The (2004)",Horror|Mystery|Thriller
12118,1.15,Police Academy 3: Back in Training (1986),Comedy|Crime
17610,1.1470588235294117,Year One (2009),Adventure|Comedy
57201,1.1470588235294117,"Lone Ranger, The (2013)",Action|Adventure|Western|IMAX
10423,1.1470588235294117,Dragon: The Bruce Lee Story (1993),Action|Drama
43347,1.1470588235294117,Love and Other Drugs (2010),Comedy|Drama|Romance
10200,1.1470588235294117,"Day the Earth Stood Still, The (2008)",Drama|Sci-Fi|Thriller|IMAX
30055,1.1428571428571428,Gigantic (A Tale of Two Johns) (2002),Documentary
5511,1.1428571428571428,"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller
116149,1.1428571428571428,Paddington (2014),Children|Comedy
7552,1.1428571428571428,Fun with Dick and Jane (2005),Comedy|Crime
107846,1.1428571428571428,Escape Plan (2013),Action|Mystery|Thriller
11772,1.1428571428571428,"Haunting, The (1963)",Horror|Thriller
3777,1.1428571428571428,Throne of Blood (Kumonosu jô) (1957),Action|Drama|Thriller|War
24276,1.1428571428571428,Matewan (1987),Drama
72113,1.1428571428571428,Carnage (2011),Comedy|Drama
416477,1.1428571428571428,The Big Sick (2017),Comedy|Romance
22230,1.1428571428571428,Happy Accidents (2000),Romance|Sci-Fi
17159,1.1428571428571428,Eddie Murphy Raw (1987),Comedy|Documentary
58857,1.1428571428571428,13 Assassins (Jûsan-nin no shikaku) (2010),Action
110420,1.1428571428571428,Wolf Children (Okami kodomo no ame to yuki) (2012),Animation|Fantasy
3293,1.1428571428571428,Pirates of Silicon Valley (1999),Documentary|Drama
93,1.1428571428571428,Anatomy of a Murder (1959),Drama|Mystery
14433,1.1428571428571428,Zulu (1964),Action|Drama|War
291,1.1428571428571428,Riding Giants (2004),Documentary
282758,1.1428571428571428,Doctor Who: The Runaway Bride (2007),Sci-Fi
11071,1.1428571428571428,Them! (1954),Horror|Sci-Fi|Thriller
11046,1.1428571428571428,Where Eagles Dare (1968),Action|Adventure|War
11864,1.1428571428571428,Enemy Mine (1985),Adventure|Drama|Sci-Fi
2576,1.1428571428571428,The Diary of Anne Frank (1959),Drama|War
14202,1.1428571428571428,"Painted Veil, The (2006)",Drama|Romance
37853,1.1428571428571428,Mister Roberts (1955),Comedy|Drama|War
51230,1.1428571428571428,Cinemania (2002),Documentary
31582,1.1428571428571428,Flawless (1999),Drama
281979,1.1428571428571428,Doctor Who: The Waters of Mars (2009),Adventure|Children|Sci-Fi
14108,1.1428571428571428,"Weather Underground, The (2002)",Documentary
2310,1.1388888888888888,Beowulf (2007),Action|Adventure|Animation|Fantasy|IMAX
11630,1.1388888888888888,Three Men and a Little Lady (1990),Comedy|Romance
692,1.1388888888888888,Pink Flamingos (1972),Comedy
14170,1.1388888888888888,Funny Farm (1988),Comedy
11649,1.1388888888888888,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi
9932,1.1388888888888888,Analyze That (2002),Comedy|Crime
6519,1.1363636363636365,"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy
19457,1.1333333333333333,"Yards, The (2000)",Crime|Drama
395834,1.1333333333333333,Wind River (2017),Action|Crime|Mystery|Thriller
14533,1.1333333333333333,Gia (1998),Drama|Romance
2134,1.1333333333333333,"Time Machine, The (1960)",Action|Adventure|Sci-Fi
19855,1.1333333333333333,"War, The (1994)",Adventure|Drama|War
3109,1.1333333333333333,"Quiet Man, The (1952)",Drama|Romance
35144,1.1333333333333333,"Journey of Natty Gann, The (1985)",Adventure|Children
15371,1.1333333333333333,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery
18947,1.1333333333333333,Pirate Radio (2009),Comedy|Drama
10677,1.1333333333333333,Dirty Dancing: Havana Nights (2004),Romance
2259,1.1333333333333333,"House of the Spirits, The (1993)",Drama|Romance
23827,1.1333333333333333,Paranormal Activity (2009),Horror|Thriller
